1,12,197.08,655.344,63.8309,63.2527,1,-1,-1,-1
1,11,1234.67,863.684,70.3425,57.5212,1,-1,-1,-1
1,10,829.677,157.574,133.769,62.0149,1,-1,-1,-1
1,9,119.605,323.904,122.792,81.7332,1,-1,-1,-1
1,8,1413.56,460.335,129.549,68.607,1,-1,-1,-1
1,7,1120.27,497.146,140.459,65.3022,1,-1,-1,-1
1,6,1470.73,293.062,118.906,76.0031,1,-1,-1,-1
1,5,1784.54,356.843,91.6561,52.9575,1,-1,-1,-1
1,4,321.659,552.003,110.276,65.4565,1,-1,-1,-1
1,3,1088.98,356.162,96.0812,58.2694,1,-1,-1,-1
1,2,398.924,492.455,124.905,68.6567,1,-1,-1,-1
1,1,1206.66,441.098,102.828,63.7008,1,-1,-1,-1
2,13,818.159,699.28,81.5048,54.1384,1,-1,-1,-1
2,12,198.541,656.48,61.9098,62.8293,1,-1,-1,-1
2,11,1234.63,863.703,70.9504,58.1098,1,-1,-1,-1
2,9,106.498,333.969,99.7524,58.0666,1,-1,-1,-1
2,8,1379.31,462.274,121.485,67.2678,1,-1,-1,-1
2,7,1164.95,502.508,124.985,67.6902,1,-1,-1,-1
2,6,1453.68,307.538,99.6431,71.6113,1,-1,-1,-1
2,5,1807.32,354.421,86.9944,52.9532,1,-1,-1,-1
2,4,321.998,542.328,115.261,73.4127,1,-1,-1,-1
2,3,1060.14,361.181,94.9271,66.7278,1,-1,-1,-1
2,2,431.928,483.196,127.704,75.3895,1,-1,-1,-1
2,1,1234.82,429.342,110.565,66.5647,1,-1,-1,-1
3,13,819.458,699.808,80.1749,53.5373,1,-1,-1,-1
3,12,199.018,657.272,60.7389,62.2355,1,-1,-1,-1
3,11,1234.6,863.745,70.8947,58.0556,1,-1,-1,-1
3,9,106.207,333.975,99.9042,57.934,1,-1,-1,-1
3,8,1379.42,462.441,121.228,67.1078,1,-1,-1,-1
3,7,1165.06,502.569,124.816,67.6099,1,-1,-1,-1
3,6,1453.8,307.746,99.1104,71.3248,1,-1,-1,-1
3,5,1807.21,354.451,87.0995,52.9545,1,-1,-1,-1
3,4,322.252,542.462,114.817,73.2067,1,-1,-1,-1
3,3,1060.25,361.357,94.4695,66.4995,1,-1,-1,-1
3,2,432.011,483.283,127.519,75.2982,1,-1,-1,-1
3,1,1235.06,429.513,110.281,66.2804,1,-1,-1,-1
4,10,877.909,156.646,133.577,56.9656,1,-1,-1,-1
4,8,1330.31,452.836,129.196,78.3396,1,-1,-1,-1
4,7,1218.58,471.914,119.188,73.7844,1,-1,-1,-1
4,6,1422.02,326.308,99.0797,67.1123,1,-1,-1,-1
4,4,348.64,529.921,107.022,70.702,1,-1,-1,-1
4,3,1012.85,370.945,102.305,62.4936,1,-1,-1,-1
4,2,476.999,471.217,128.262,77.0059,1,-1,-1,-1
4,1,1282.71,409.417,98.1521,62.8398,1,-1,-1,-1
5,10,894.247,150.929,136.698,57.8638,1,-1,-1,-1
5,9,35.806,334.641,106.404,70.282,1,-1,-1,-1
5,8,1230.21,448.916,235.866,96.0727,1,-1,-1,-1
5,6,1395.33,330.988,113.66,65.8779,1,-1,-1,-1
5,4,381.089,509.999,95.586,76.8716,1,-1,-1,-1
5,3,985.832,368.611,107.679,72.7173,1,-1,-1,-1
5,2,508.345,447.865,139.547,91.6989,1,-1,-1,-1
5,1,1309.09,395.39,101.505,60.2314,1,-1,-1,-1
6,10,913.064,138.341,132.262,66.4945,1,-1,-1,-1
6,9,12.3265,348.01,95.6948,65.4041,1,-1,-1,-1
6,8,1345.24,444.978,121.44,75.9999,1,-1,-1,-1
6,7,1223.48,455.07,131.457,88.3124,1,-1,-1,-1
6,6,1384.99,319.677,105.901,68.0263,1,-1,-1,-1
6,4,397.113,485.104,116.961,91.3,1,-1,-1,-1
6,3,955.635,373.573,99.3657,73.7219,1,-1,-1,-1
