1,15,1383.29,511.413,283.41,117.957,1,-1,-1,-1
1,14,119.458,644.463,113.961,45.1879,1,-1,-1,-1
1,13,1839.44,608.189,65.8268,63.7663,1,-1,-1,-1
1,12,1711.64,606.88,191.89,92.5176,1,-1,-1,-1
1,11,186.629,539.492,206.416,88.7909,1,-1,-1,-1
1,10,1638.79,593.063,189.715,90.856,1,-1,-1,-1
1,9,1379.52,528.562,182.901,93.8089,1,-1,-1,-1
1,8,62.2684,460.743,178.667,226.802,1,-1,-1,-1
1,7,896.794,613.553,248.917,65.4825,1,-1,-1,-1
1,6,1546.9,513.319,211.348,122.768,1,-1,-1,-1
1,5,608.036,469.385,276.775,136.411,1,-1,-1,-1
1,4,1271.27,453.428,173.183,135.488,1,-1,-1,-1
1,3,1029.25,397.1,219.838,119.846,1,-1,-1,-1
1,2,597.164,564.176,249.857,203.447,1,-1,-1,-1
1,1,334.765,481.165,225.646,133.376,1,-1,-1,-1
2,19,566.493,396.826,285.926,362.439,1,-1,-1,-1
2,18,14.9094,565.007,161.871,124.258,1,-1,-1,-1
2,17,185.023,534.674,324.702,108.642,1,-1,-1,-1
2,16,1804.73,635.632,99.0477,71.6599,1,-1,-1,-1
2,13,1848.04,585.531,55.6572,83.7319,1,-1,-1,-1
2,12,1729.04,585.151,175.884,121.122,1,-1,-1,-1
2,11,177.289,554.482,195.718,89.3314,1,-1,-1,-1
2,10,1655.77,544.58,186.154,134.229,1,-1,-1,-1
2,9,1378.54,511.198,185.074,112.168,1,-1,-1,-1
2,8,20.6843,468.26,195.288,217.299,1,-1,-1,-1
2,7,872.887,634.4,245.142,77.2955,1,-1,-1,-1
2,6,1547.96,469.85,182.315,107.512,1,-1,-1,-1
2,5,634.352,395.085,216.832,225.921,1,-1,-1,-1
2,4,1252.48,415.923,179.253,172.025,1,-1,-1,-1
2,3,1096.03,338.74,135.824,179.045,1,-1,-1,-1
2,2,564.672,617.167,251.516,144.099,1,-1,-1,-1
2,1,360.089,521.394,170.683,63.919,1,-1,-1,-1
3,20,1156.3,296.986,71.7286,149.44,1,-1,-1,-1
3,18,15.5222,624.867,150.399,65.1178,1,-1,-1,-1
3,17,267.512,517.802,243.124,117.137,1,-1,-1,-1
3,12,1784.24,529.157,120.958,176.307,1,-1,-1,-1
3,11,25.7966,515.371,278.305,132.698,1,-1,-1,-1
3,10,1628.71,545.011,166.839,121.589,1,-1,-1,-1
3,9,1375.31,485.071,183.736,127.497,1,-1,-1,-1
3,8,14.314,504.388,146.138,125.947,1,-1,-1,-1
3,7,872.133,630.552,203.235,106.265,1,-1,-1,-1
3,6,1561.14,423.056,145.222,151.737,1,-1,-1,-1
3,5,617.727,406.053,210.549,199.725,1,-1,-1,-1
3,4,1193.1,426.508,211.036,156.163,1,-1,-1,-1
3,3,1078.95,293.992,146.504,227.602,1,-1,-1,-1
3,2,546.265,654.655,224.102,82.2791,1,-1,-1,-1
3,1,356.962,517.412,155.508,59.1362,1,-1,-1,-1
4,21,726.642,459.8,93.9272,44.5116,1,-1,-1,-1
4,18,14.2103,641.712,131.088,49.16,1,-1,-1,-1
4,17,14.2399,472.348,489.479,207.192,1,-1,-1,-1
4,12,1758.94,546.163,144.431,160.761,1,-1,-1,-1
4,11,122.451,508.529,195.203,111.177,1,-1,-1,-1
4,10,1561.68,572.654,205.912,93.9171,1,-1,-1,-1
4,9,1339.04,470.139,181.797,122.186,1,-1,-1,-1
4,8,13.6028,559.338,155.553,65.5231,1,-1,-1,-1
4,7,865.132,608.952,193.189,89.9124,1,-1,-1,-1
4,6,1534.48,380.022,143.476,195.218,1,-1,-1,-1
4,5,622.235,402.763,210.446,195.747,1,-1,-1,-1
4,4,1158.89,458.277,201.38,110.338,1,-1,-1,-1
4,3,1058.39,301.596,156.27,224.577,1,-1,-1,-1
4,2,514.102,620.36,232.726,115.877,1,-1,-1,-1
4,1,297.326,472.215,203.21,116.343,1,-1,-1,-1
5,25,1859.61,555.768,43.7496,32.2191,1,-1,-1,-1
5,24,14.8467,499.283,92.7455,66.9485,1,-1,-1,-1
5,23,110.846,519.898,78.347,53.4518,1,-1,-1,-1
5,22,1090.83,492.109,224.773,54.8794,1,-1,-1,-1
5,18,14.5139,645.457,82.049,69.9235,1,-1,-1,-1
5,16,1694.04,595.492,208.478,116.86,1,-1,-1,-1
5,12,1517.98,571.695,387.215,142.485,1,-1,-1,-1
5,11,163.409,431.321,154.528,175.74,1,-1,-1,-1
5,10,1516.39,590.698,231.984,67.6775,1,-1,-1,-1
5,9,1276.61,494.424,211.938,97.8165,1,-1,-1,-1
5,8,14.1677,511.005,136.972,103.111,1,-1,-1,-1
5,7,871.667,582.358,197.061,90.7207,1,-1,-1,-1
5,6,1501.9,412.072,137.048,185.708,1,-1,-1,-1
5,5,549.288,394.848,248.203,190.184,1,-1,-1,-1
5,4,1090.94,479.841,294.55,86.7,1,-1,-1,-1
5,3,1004.59,349.725,179.448,156.22,1,-1,-1,-1
5,2,511.78,592.205,217,136.324,1,-1,-1,-1
5,1,319.685,436.764,177.077,146.933,1,-1,-1,-1
6,31,664.399,604.494,129.281,60.2428,1,-1,-1,-1
6,30,543.22,602.161,251.318,60.7798,1,-1,-1,-1
6,29,612.688,619.779,106.498,87.285,1,-1,-1,-1
6,28,470.822,638.129,171.203,85.918,1,-1,-1,-1
6,27,1758.26,546.212,146.054,60.4047,1,-1,-1,-1
6,26,925.984,423.311,228.926,49.8098,1,-1,-1,-1
6,18,13.9101,636.982,53.8883,61.1281,1,-1,-1,-1
6,16,1639.25,624.93,224.755,81.7903,1,-1,-1,-1
6,12,1503.33,601.946,361.385,106.885,1,-1,-1,-1
6,11,121.725,411.504,163.684,190.288,1,-1,-1,-1
