1,7,242.663,0.027359,44.3438,34.8305,1,-1,-1,-1
1,6,506.935,505.839,39.1327,60.4805,1,-1,-1,-1
1,5,761.012,741.295,38.8121,60.4488,1,-1,-1,-1
1,4,956.455,187.043,93.1508,139.323,1,-1,-1,-1
1,3,1193.94,810.657,48.8618,70.4587,1,-1,-1,-1
1,2,99.4652,605.563,100.813,134.14,1,-1,-1,-1
1,1,306.45,958.025,48.6125,81.5695,1,-1,-1,-1
2,7,255.061,0.138264,43.5634,38.8552,1,-1,-1,-1
2,6,517.788,507.259,39.4479,62.2231,1,-1,-1,-1
2,5,772.044,741.78,37.9236,62.5451,1,-1,-1,-1
2,4,966.948,186.778,91.9492,138.602,1,-1,-1,-1
2,3,1204.38,813.716,48.7905,71.452,1,-1,-1,-1
2,2,115.104,605.141,99.3822,134.082,1,-1,-1,-1
2,1,317.962,962.491,47.7259,80.1229,1,-1,-1,-1
3,8,1112.78,0.889306,480.617,232.019,1,-1,-1,-1
3,7,266.697,0.403851,44.3534,43.8334,1,-1,-1,-1
3,6,529.369,511.055,38.5961,62.0847,1,-1,-1,-1
3,5,783.492,743.373,37.5742,63.5894,1,-1,-1,-1
3,4,976.749,184.422,91.3939,137.968,1,-1,-1,-1
3,3,1217,818.527,47.7938,69.7818,1,-1,-1,-1
3,2,133.18,604.945,97.1779,132.64,1,-1,-1,-1
3,1,330.612,966.65,46.4175,79.5951,1,-1,-1,-1
4,8,1116.54,0.723367,466.411,235.2,1,-1,-1,-1
4,7,273.434,0.48614,43.3464,45.1407,1,-1,-1,-1
4,6,536.768,513.445,37.7354,60.4458,1,-1,-1,-1
4,5,789.419,742.718,38.1257,64.8115,1,-1,-1,-1
4,4,983.296,180.983,90.4586,137.185,1,-1,-1,-1
4,3,1224.49,818.696,48.6154,70.7831,1,-1,-1,-1
4,2,144.636,603.232,95.2684,132.612,1,-1,-1,-1
4,1,338.422,967.678,46.8364,80.6681,1,-1,-1,-1
5,9,580.357,0,40.1457,12.1993,1,-1,-1,-1
5,8,1127.07,0.624779,479.168,242.79,1,-1,-1,-1
5,7,282.46,0.556304,44.2081,51.6674,1,-1,-1,-1
5,6,548.024,516.216,38.421,62.3599,1,-1,-1,-1
5,5,802.238,747.864,37.9478,63.3597,1,-1,-1,-1
5,4,992.516,177.379,90.5275,137.08,1,-1,-1,-1
5,3,1237.01,820.455,48.7894,71.7903,1,-1,-1,-1
5,2,161.896,603.99,94.9981,132.687,1,-1,-1,-1
5,1,352.701,973.803,45.9477,79.7794,1,-1,-1,-1
6,9,589.2,0,39.9758,12.1915,1,-1,-1,-1
6,8,1135.62,2.48235,467.912,251.335,1,-1,-1,-1
6,7,290.607,0.667226,45.3412,53.6467,1,-1,-1,-1
6,6,557.205,516.202,38.4915,62.5786,1,-1,-1,-1
6,5,811.01,747.573,37.5667,63.6478,1,-1,-1,-1
6,4,999.572,172.581,90.8611,138.19,1,-1,-1,-1
6,3,1247.44,821.269,48.7899,70.6026,1,-1,-1,-1
6,2,175.937,601.833,93.7858,132.304,1,-1,-1,-1
6,1,363.077,976.168,45.7691,79.1207,1,-1,-1,-1
7,9,602.486,0,38.9667,12.0702,1,-1,-1,-1
7,8,1141.19,2.75444,472.081,253.596,1,-1,-1,-1
7,7,303.926,0.77494,45.0993,56.0548,1,-1,-1,-1
7,6,571.841,517.315,38.9373,62.5735,1,-1,-1,-1
7,5,827.946,748.894,38.255,62.2612,1,-1,-1,-1
7,4,1013.42,164.989,91.3073,138.473,1,-1,-1,-1
7,3,1265.54,820.247,49.7649,71.0604,1,-1,-1,-1
7,2,198.456,599.63,92.5961,131.792,1,-1,-1,-1
7,1,382.042,977.723,45.7313,79.4438,1,-1,-1,-1
8,9,612.688,0,39.712,12.1503,1,-1,-1,-1
8,8,1150.27,2.65031,490.806,255.775,1,-1,-1,-1
8,7,314.816,0.987132,44.2594,57.32,1,-1,-1,-1
8,6,584.4,517.022,38.1905,62.2338,1,-1,-1,-1
8,5,840.301,749.845,37.9518,60.4379,1,-1,-1,-1
8,4,1022.39,161.453,91.8605,136.632,1,-1,-1,-1
8,3,1278.33,819.64,49.3665,70.7366,1,-1,-1,-1
8,2,215.48,598.022,89.8756,130.112,1,-1,-1,-1
8,1,396.064,977.626,45.0456,79.748,1,-1,-1,-1
9,10,0.094319,708.864,23.3136,96.9984,1,-1,-1,-1
9,8,1166.55,2.40079,475.924,256.229,1,-1,-1,-1
9,7,330.935,0.835984,44.7043,57.5771,1,-1,-1,-1
9,6,603.25,515.517,37.34,61.3658,1,-1,-1,-1
9,5,859.715,743.759,37.3282,62.5958,1,-1,-1,-1
9,4,1037.93,150.116,92.2938,138.158,1,-1,-1,-1
9,3,1297.54,815.219,50.2784,71.3302,1,-1,-1,-1
9,2,240.826,592.682,87.5448,130.198,1,-1,-1,-1
9,1,416.97,976.246,44.993,79.9091,1,-1,-1,-1
10,10,0.087965,643.454,36.5466,186.386,1,-1,-1,-1
10,8,1176.73,2.76859,475.844,256.808,1,-1,-1,-1
10,7,339.007,0.947656,43.5952,58.6321,1,-1,-1,-1
10,6,612.199,515.341,37.7,61.5097,1,-1,-1,-1
10,5,867.877,743.771,37.749,62.6239,1,-1,-1,-1
10,4,1046.14,145.139,91.0002,137.451,1,-1,-1,-1
10,3,1308.04,815.364,49.0416,70.5353,1,-1,-1,-1
10,2,253.433,590.322,86.5349,130.339,1,-1,-1,-1
10,1,427.357,978.406,43.2578,78.9724,1,-1,-1,-1
11,9,647.165,0,42.0525,12.7339,1,-1,-1,-1
11,8,1187.82,2.6263,449.85,262.716,1,-1,-1,-1
11,7,350.659,1.79074,45.1093,64.7828,1,-1,-1,-1
11,6,625.503,519.908,37.5678,62.3654,1,-1,-1,-1
11,5,882.529,750.559,37.0408,59.4094,1,-1,-1,-1
11,4,1057.95,142.099,90.6487,137.967,1,-1,-1,-1
11,3,1323.74,818.802,49.4374,71.2488,1,-1,-1,-1
11,2,273.354,591.887,85.3221,129.562,1,-1,-1,-1
