1.000000,-1.000000,261.708008,284.323669,90.050720,400.989014,1.000000,1.000000,1.000000
1.000000,-1.000000,498.547882,362.131836,96.775604,418.662537,1.000000,1.000000,1.000000
1.000000,-1.000000,388.994354,323.377075,95.137634,406.681641,1.000000,1.000000,1.000000
1.000000,-1.000000,1013.783081,373.308624,103.404175,436.292938,1.000000,1.000000,1.000000
1.000000,-1.000000,757.528198,436.425568,117.370667,445.442657,1.000000,1.000000,1.000000
1.000000,-1.000000,620.113464,401.311646,112.327881,426.155151,1.000000,1.000000,1.000000
1.000000,-1.000000,881.695618,343.527161,102.085999,419.179016,1.000000,1.000000,1.000000
1.000000,-1.000000,1365.527344,368.971436,143.600342,407.529541,1.000000,1.000000,1.000000
1.000000,-1.000000,1152.090820,412.103119,115.513916,446.436432,1.000000,1.000000,1.000000
1.000000,-1.000000,1537.364624,412.623199,123.475342,420.470856,1.000000,1.000000,1.000000
1.000000,-1.000000,1263.503174,337.559326,114.351807,406.105530,1.000000,1.000000,1.000000
1.000000,-1.000000,1859.731934,402.516602,58.917969,411.284912,1.000000,1.000000,1.000000
2.000000,-1.000000,271.903625,279.052002,89.408661,400.688599,1.000000,1.000000,1.000000
2.000000,-1.000000,1163.093994,405.967438,113.954346,447.247101,1.000000,1.000000,1.000000
2.000000,-1.000000,398.719696,318.935577,95.043335,405.243500,1.000000,1.000000,1.000000
2.000000,-1.000000,507.910492,357.007263,96.213531,417.353882,1.000000,1.000000,1.000000
2.000000,-1.000000,765.585205,429.139709,119.631836,447.307617,1.000000,1.000000,1.000000
2.000000,-1.000000,626.935730,396.840759,113.340759,426.363098,1.000000,1.000000,1.000000
2.000000,-1.000000,1024.410400,368.351746,101.504150,435.134827,1.000000,1.000000,1.000000
2.000000,-1.000000,893.064941,338.268921,98.559631,419.153381,1.000000,1.000000,1.000000
2.000000,-1.000000,1539.485962,406.508942,130.523560,421.965729,1.000000,1.000000,1.000000
2.000000,-1.000000,1273.023560,332.655853,111.756104,405.913788,1.000000,1.000000,1.000000
2.000000,-1.000000,1744.734009,370.449310,107.316162,396.972992,1.000000,1.000000,1.000000
3.000000,-1.000000,773.611572,429.665527,117.002075,444.881470,1.000000,1.000000,1.000000
3.000000,-1.000000,622.083374,396.863556,123.508850,426.463898,1.000000,1.000000,1.000000
3.000000,-1.000000,1166.810791,405.244080,115.269409,447.184448,1.000000,1.000000,1.000000
3.000000,-1.000000,514.093811,356.077423,96.811768,418.420258,1.000000,1.000000,1.000000
3.000000,-1.000000,277.137329,278.174500,90.169800,401.125427,1.000000,1.000000,1.000000
3.000000,-1.000000,402.885284,319.044067,97.304596,405.131836,1.000000,1.000000,1.000000
3.000000,-1.000000,895.390076,337.627136,101.237305,419.807312,1.000000,1.000000,1.000000
3.000000,-1.000000,1025.415649,368.011139,105.470703,435.111053,1.000000,1.000000,1.000000
3.000000,-1.000000,1277.265869,332.105743,129.281006,405.013458,1.000000,1.000000,1.000000
