1.000000,-1.000000,334.764587,481.164520,225.646179,133.375885,1.000000,1.000000,1.000000
1.000000,-1.000000,597.164307,564.176025,249.856567,203.446960,1.000000,1.000000,1.000000
1.000000,-1.000000,1029.254639,397.100098,219.837524,119.845581,1.000000,1.000000,1.000000
1.000000,-1.000000,1271.271973,453.428467,173.183228,135.487793,1.000000,1.000000,1.000000
1.000000,-1.000000,608.036011,469.385376,276.774963,136.410645,1.000000,1.000000,1.000000
1.000000,-1.000000,1546.895386,513.318787,211.348145,122.767944,1.000000,1.000000,1.000000
1.000000,-1.000000,896.794250,613.553040,248.917175,65.482483,1.000000,1.000000,1.000000
1.000000,-1.000000,62.268429,460.742798,178.666824,226.801819,1.000000,1.000000,1.000000
1.000000,-1.000000,1379.518066,528.562195,182.901245,93.808899,1.000000,1.000000,1.000000
1.000000,-1.000000,1638.789307,593.062927,189.714844,90.856018,1.000000,1.000000,1.000000
1.000000,-1.000000,186.628601,539.491760,206.416199,88.790894,1.000000,1.000000,1.000000
1.000000,-1.000000,1711.641479,606.879944,191.889526,92.517639,1.000000,1.000000,1.000000
1.000000,-1.000000,1839.442627,608.189331,65.826782,63.766296,1.000000,1.000000,1.000000
1.000000,-1.000000,119.457703,644.463196,113.961227,45.187866,1.000000,1.000000,1.000000
1.000000,-1.000000,1383.290161,511.413025,283.409546,117.956665,1.000000,1.000000,1.000000
2.000000,-1.000000,634.352051,395.085358,216.832275,225.921356,1.000000,1.000000,1.000000
2.000000,-1.000000,564.671997,617.167114,251.516052,144.098694,1.000000,1.000000,1.000000
2.000000,-1.000000,872.887390,634.400269,245.141907,77.295471,1.000000,1.000000,1.000000
2.000000,-1.000000,1252.479126,415.922607,179.252686,172.024597,1.000000,1.000000,1.000000
2.000000,-1.000000,1096.033691,338.740082,135.824219,179.045074,1.000000,1.000000,1.000000
2.000000,-1.000000,1547.961060,469.850067,182.315063,107.512054,1.000000,1.000000,1.000000
2.000000,-1.000000,1378.539185,511.198456,185.074463,112.168243,1.000000,1.000000,1.000000
2.000000,-1.000000,1655.771729,544.579590,186.154053,134.228638,1.000000,1.000000,1.000000
2.000000,-1.000000,360.089233,521.393921,170.682861,63.919006,1.000000,1.000000,1.000000
2.000000,-1.000000,20.684284,468.259644,195.288132,217.298828,1.000000,1.000000,1.000000
2.000000,-1.000000,177.289017,554.481995,195.718063,89.331421,1.000000,1.000000,1.000000
2.000000,-1.000000,1729.042236,585.150757,175.883789,121.122070,1.000000,1.000000,1.000000
2.000000,-1.000000,1804.725098,635.632141,99.047729,71.659851,1.000000,1.000000,1.000000
2.000000,-1.000000,1848.035278,585.530518,55.657227,83.731934,1.000000,1.000000,1.000000
2.000000,-1.000000,14.909390,565.007202,161.871292,124.258057,1.000000,1.000000,1.000000
2.000000,-1.000000,185.022644,534.673828,324.702057,108.642029,1.000000,1.000000,1.000000
2.000000,-1.000000,566.493164,396.825653,285.926086,362.438934,1.000000,1.000000,1.000000
3.000000,-1.000000,617.727295,406.052979,210.549377,199.724854,1.000000,1.000000,1.000000
3.000000,-1.000000,872.133484,630.552490,203.235413,106.264648,1.000000,1.000000,1.000000
3.000000,-1.000000,1193.100586,426.507507,211.036499,156.163330,1.000000,1.000000,1.000000
3.000000,-1.000000,1375.311035,485.070618,183.736206,127.496521,1.000000,1.000000,1.000000
3.000000,-1.000000,1078.947388,293.991882,146.503906,227.602295,1.000000,1.000000,1.000000
3.000000,-1.000000,1784.242432,529.156799,120.958252,176.306946,1.000000,1.000000,1.000000
3.000000,-1.000000,1561.138672,423.056305,145.221802,151.737457,1.000000,1.000000,1.000000
3.000000,-1.000000,1628.711670,545.010864,166.839355,121.588806,1.000000,1.000000,1.000000
3.000000,-1.000000,546.264832,654.654541,224.101624,82.279053,1.000000,1.000000,1.000000
3.000000,-1.000000,267.511597,517.802063,243.123840,117.137146,1.000000,1.000000,1.000000
3.000000,-1.000000,15.522162,624.867371,150.398590,65.117798,1.000000,1.000000,1.000000
3.000000,-1.000000,25.796640,515.370605,278.305389,132.698181,1.000000,1.000000,1.000000
3.000000,-1.000000,1156.301270,296.985504,71.728638,149.440308,1.000000,1.000000,1.000000
3.000000,-1.000000,356.962158,517.411560,155.508484,59.136169,1.000000,1.000000,1.000000
3.000000,-1.000000,14.314043,504.387756,146.138214,125.946838,1.000000,1.000000,1.000000
4.000000,-1.000000,622.234802,402.763336,210.446228,195.746613,1.000000,1.000000,1.000000
4.000000,-1.000000,1058.389404,301.595764,156.270020,224.577148,1.000000,1.000000,1.000000
4.000000,-1.000000,865.132141,608.952393,193.188660,89.912415,1.000000,1.000000,1.000000
4.000000,-1.000000,1534.479248,380.022491,143.476440,195.218109,1.000000,1.000000,1.000000
4.000000,-1.000000,1339.035889,470.139435,181.797363,122.185944,1.000000,1.000000,1.000000
4.000000,-1.000000,514.102478,620.360046,232.726318,115.877014,1.000000,1.000000,1.000000
4.000000,-1.000000,1758.939453,546.162781,144.431030,160.761292,1.000000,1.000000,1.000000
4.000000,-1.000000,297.325928,472.214966,203.209595,116.342834,1.000000,1.000000,1.000000
4.000000,-1.000000,1561.675659,572.654053,205.912476,93.917114,1.000000,1.000000,1.000000
4.000000,-1.000000,1158.894653,458.277496,201.380493,110.337738,1.000000,1.000000,1.000000
4.000000,-1.000000,13.602805,559.338379,155.552658,65.523132,1.000000,1.000000,1.000000
4.000000,-1.000000,122.451050,508.528870,195.202789,111.177307,1.000000,1.000000,1.000000
4.000000,-1.000000,14.210314,641.712158,131.087692,49.159973,1.000000,1.000000,1.000000
4.000000,-1.000000,14.239909,472.347809,489.479065,207.192474,1.000000,1.000000,1.000000
4.000000,-1.000000,726.641785,459.800385,93.927185,44.511597,1.000000,1.000000,1.000000
